name,href,status,title,ok,note
대전대학교,https://ipsi.dju.ac.kr/enter/html/main/intro.asp,200,대전대학교 입학처,Y,
대구대학교,http://ipsi.daegu.ac.kr,200,대구대학교 입학안내,Y,
대구예술대학교,https://www.dgau.ac.kr/,200,대구예술대학교,Y,
대신대학교,http://www.daeshin.ac.kr/html/intro/,200,대신대학교,Y,
국민대학교,http://www.kookmin.ac.kr,200,국민대학교 대표 홈페이지,Y,
국립목포해양대학교,http://www.mmu.ac.kr/intro,,,N,"exception: Error: Page.goto: net::ERR_CONNECTION_REFUSED at http://www.mmu.ac.kr/intro
Call log:
  - navigating to ""http://www.mmu.ac.kr/intro"", waiting until ""domcontentloaded""
"
대진대학교,http://www.daejin.ac.kr,200,,N,empty title
대구교육대학교,http://www.dnue.ac.kr,200,대구교육대학교,Y,
동아대학교,http://www.donga.ac.kr,,,N,"exception: Error: Page.goto: net::ERR_CONNECTION_RESET at http://www.donga.ac.kr/
Call log:
  - navigating to ""http://www.donga.ac.kr/"", waiting until ""domcontentloaded""
"
동신대학교,http://www.dongshinu.ac.kr,,,N,"exception: Error: Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at http://www.dongshinu.ac.kr/
Call log:
  - navigating to ""http://www.dongshinu.ac.kr/"", waiting until ""domcontentloaded""
"
동국대학교(서울),https://apply.jinhakapply.com/Notice/1055045/A,200,원서검색 | 진학어플라이(공통),Y,
동덕여자대학교,https://www.dongduk.ac.kr/,200,동덕여자대학교,Y,
동명대학교,https://tu.ac.kr,200,동명대학교,Y,
루터대학교,http://www.ltu.ac.kr,200,루터대학교 > 정보광장 > 루터소식 >,Y,
동의대학교,https://ipsi.deu.ac.kr/main.do,200,동의대학교 입학안내,Y,
명지대학교,http://www.mju.ac.kr,200,명지대학교,Y,
덕성여자대학교,http://www.duksung.ac.kr/,200,덕성여자대학교,Y,
목포가톨릭대학교,http://www.mcu.ac.kr,200,목포가톨릭대학교,Y,
동서대학교,http://www.dongseo.ac.kr,200,동서대학교,Y,
백석대학교,http://www.bu.ac.kr,200,백석대학교,Y,
동국대학교(WISE),http://web.dongguk.ac.kr/,200,동국대학교 WISE캠퍼스 메인페이지,Y,
목원대학교,http://www.mokwon.ac.kr,200,목원대학교,Y,
부산대학교,http://go.pusan.ac.kr/college_2016/main/main.asp,200,부산대학교 입학처에 오신걸 환영합니다.,Y,
배재대학교,http://www.pcu.ac.kr,200,배재대학교,Y,
상명대학교,https://admission.smu.ac.kr/,200,,N,empty title
삼육대학교,http://www.syu.ac.kr,200,삼육대학교,Y,
부산가톨릭대학교,http://www.cup.ac.kr,200,부산가톨릭대학교 | 대표홈페이지,Y,
부산외국어대학교,http://www.bufs.ac.kr/,200,부산외국어대학교,Y,
부산교육대학교,http://www.bnue.ac.kr/,200,부산교육대학교,Y,
서울교육대학교,www.snue.ac.kr,,,N,"exception: Error: Page.goto: Protocol error (Page.navigate): Cannot navigate to invalid URL
Call log:
  - navigating to ""www.snue.ac.kr"", waiting until ""domcontentloaded""
"
부산장신대학교,http://www.bpu.ac.kr/,200,부산장신대학교,Y,
서강대학교,https://admission.sogang.ac.kr/enter/html/main/index.asp,200,서강대학교 입학처 메인페이지,Y,
서울시립대학교,https://www.uos.ac.kr/,200,서울시립대학교,Y,
상지대학교,http://www.sangji.ac.kr,200,상지대학교 입학안내,Y,
서경대학교,http://www.skuniv.ac.kr/,200,서경대학교 | 21세기 글로벌 인재를 양성하는 실용교육중심 대학교,Y,
서울기독대학교,https://apply.jinhakapply.com/Notice/1052051/A,200,진학사 원서접수,Y,
서원대학교,http://www.seowon.ac.kr/,200,,N,empty title
서울신학대학교,http://www.stu.ac.kr,200,2025학년도 2학기 대학원 신입생수강신청,Y,
서울과학기술대학교,https://www.seoultech.ac.kr,200,서울과학기술대학교,Y,
서울대학교,http://www.snu.ac.kr/,200,서울대학교,Y,
서울장신대학교,https://www.sjs.ac.kr/,200,서울장신대학교에 오신것을 환영합니다,Y,
성공회대학교,http://www.skhu.ac.kr/,200,,N,empty title
성균관대학교,https://apply.jinhakapply.com/Notice/1092045/A,200,원서검색 | 진학어플라이(공통),Y,
성신여자대학교,http://www.sungshin.ac.kr/,200,,N,empty title
동양대학교,http://www.dyu.ac.kr,,,N,"exception: Error: Page.goto: net::ERR_CONNECTION_REFUSED at http://www.dyu.ac.kr/
Call log:
  - navigating to ""http://www.dyu.ac.kr/"", waiting until ""domcontentloaded""
"
세한대학교,https://apply.sehan.ac.kr/apply/,200,세한대학교 입학안내시스템,Y,
선문대학교,http://www.sunmoon.ac.kr,200,선문대학교,Y,
송원대학교,http://www.songwon.ac.kr/,200,2025학년도 2학기 수강신청 안내,Y,
순천향대학교,https://www.sch.ac.kr,200,순천향대학교,Y,
세명대학교,http://www.semyung.ac.kr/,200,세명대학교,Y,
수원대학교,http://www.suwon.ac.kr,200,수원대학교 > 메인페이지,Y,
세종대학교,http://www.sejong.ac.kr/,200,세종대학교,Y,
서울여자대학교,http://www.swu.ac.kr,200,서울여자대학교,Y,
숭실대학교,https://apply.jinhakapply.com/Notice/1101066/A,200,진학사 원서접수,Y,
숙명여자대학교,http://www.sookmyung.ac.kr/,200,숙명여자대학교(국문),Y,
신경주대학교,http://www.gyeongju.ac.kr,200,SinGyeongju Univ. | 신경주대학교,Y,
아신대학교,http://www.acts.ac.kr,200,아신대학교,Y,
연세대학교(미래),https://admission.yonsei.ac.kr/mirae/admission/html/main/main.asp,200,연세대학교 입학처에 오신걸 환영합니다.,Y,
연세대학교(서울),http://www.yonsei.ac.kr/,200,,N,empty title
안양대학교,http://www.anyang.ac.kr,200,안양대학교,Y,
영남대학교,http://enter.yu.ac.kr/,200,,N,empty title
아주대학교,http://www.ajou.ac.kr,200,아주대학교,Y,
예원예술대학교,https://www.yewon.ac.kr/intro.html,404,404 Not Found,N,http 404
신라대학교,http://www.silla.ac.kr,200,"신라대학교 - 변화와 혁신, 새로운 도약",Y,
예수대학교,http://www.mpu.ac.kr/,200,예수대학교,Y,
용인대학교,http://www.yongin.ac.kr,200,메인 - 용인대학교,Y,
우송대학교,https://www.wsu.ac.kr/,200,: 우송대학교,Y,
영산대학교,http://ipsi.ysu.ac.kr/,200,입학안내,Y,
위덕대학교,http://www.uu.ac.kr/,200,위덕대학교,Y,
울산대학교,http://www.ulsan.ac.kr,200,울산대학교,Y,
원광대학교,https://www.wku.ac.kr/,200,원광대학교 – 두렷한 통합과 혁신!,Y,
이화여자대학교,http://admission.ewha.ac.kr,200,이화여자대학교 입학처,Y,
유원대학교(U1대학교),https://ipsi.u1.ac.kr/html/ipsi/index.html,200,유원대학교 입학처,Y,
서울한영대학교,http://ipsi.hytu.ac.kr/,,,N,"exception: Error: Page.goto: net::ERR_CONNECTION_REFUSED at http://ipsi.hytu.ac.kr/
Call log:
  - navigating to ""http://ipsi.hytu.ac.kr/"", waiting until ""domcontentloaded""
"
성결대학교,http://www.sungkyul.ac.kr/,,,N,"exception: Error: Page.goto: net::ERR_CONNECTION_REFUSED at http://www.sungkyul.ac.kr/
Call log:
  - navigating to ""http://www.sungkyul.ac.kr/"", waiting until ""domcontentloaded""
"
인천대학교,http://www.inu.ac.kr,200,,N,empty title
우석대학교,http://www.woosuk.ac.kr,200,우석대학교,Y,
인제대학교,http://www.inje.ac.kr,200,Home | 인제대학교,Y,
인하대학교,http://www.inha.ac.kr,200,,N,empty title
장로회신학대학교,http://www.pcts.ac.kr,200,"Re-vive, PUTS! 다시 복음으로! - 장로회신학대학교",Y,
인천가톨릭대학교,http://www.iccu.ac.kr,200,인천가톨릭대학교,Y,
을지대학교,http://www.eulji.ac.kr/,200,을지대학교_메인_사용중 > 을지대학교홈페이지,Y,
전주교육대학교,http://www.jnue.kr/,200,전주교육대학교,Y,
전남대학교,http://www.jnu.ac.kr/,200,전남대학교에 오신 것을 환영합니다.,Y,
전북대학교,https://www.jbnu.ac.kr/kor/,200,전북대학교,Y,
제주대학교,http://www.cheju.ac.kr,,,N,"exception: Error: Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at http://www.cheju.ac.kr/
Call log:
  - navigating to ""http://www.cheju.ac.kr/"", waiting until ""domcontentloaded""
"
제주국제대학교,http://www.jeju.ac.kr/,200,제주국제대학교,Y,
중원대학교,http://www.jwu.ac.kr/,200,,N,empty title
전주대학교,https://www.jj.ac.kr/,200,전주대학교,Y,
조선대학교,http://ibhak.chosun.ac.kr/,200,조선대학교 입학처,Y,
신한대학교,http://ipsi.shinhan.ac.kr/,,,N,"exception: Error: Page.goto: net::ERR_CONNECTION_REFUSED at http://ipsi.shinhan.ac.kr/
Call log:
  - navigating to ""http://ipsi.shinhan.ac.kr/"", waiting until ""domcontentloaded""
"
중부대학교,https://www.joongbu.ac.kr/,200,중부대학교,Y,
청운대학교,http://www.chungwoon.ac.kr,200,청운대학교,Y,
창신대학교,http://admission.cs.ac.kr/main.php,200,창신대학교 입학안내 홈페이지 방문을 환영합니다.,Y,
중앙대학교,http://www.cau.ac.kr,200,중앙대학교,Y,
청주대학교,http://www.chongju.ac.kr,200,청주대학교,Y,
차 의과학대학교,http://www.cha.ac.kr,200,차 의과학대학교 | CHA University,Y,
청주교육대학교,https://www.cje.ac.kr/web/main.do?screenTp=USER,200,청주교육대학교,Y,
추계예술대학교,http://www.chugye.ac.kr,200,,N,empty title
충남대학교,http://ipsi.cnu.ac.kr/,200,충남대학교 인트로,Y,
진주교육대학교,http://www.cue.ac.kr,200,진주교육대학교,Y,
총신대학교,http://www.chongshin.ac.kr,200,총신대학교,Y,
한경국립대학교,http://ipsi.hknu.ac.kr/,200,한경대학교입학처,Y,
칼빈대학교,http://www.calvin.ac.kr,200,칼빈대학교,Y,
춘천교육대학교,http://www.cnue.ac.kr/cnue/index.do,200,춘천교육대학교,Y,
한국기술교육대학교,http://www.kut.ac.kr,,,N,"exception: Error: Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at http://www.kut.ac.kr/
Call log:
  - navigating to ""http://www.kut.ac.kr/"", waiting until ""domcontentloaded""
"
한국공학대학교,https://iphak.tukorea.ac.kr/main.htm,200,한국공학대학교 입학종합정보안내,Y,
한국외국어대학교,http://www.hufs.ac.kr,200,,N,empty title
한국체육대학교,http://www.knsu.ac.kr/web/ipsi/home,404,Error,N,http 404
한국성서대학교,http://ipsi.bible.ac.kr/,200,한국성서대학교 입학안내,Y,
평택대학교,https://www.ptu.ac.kr,200,평택대학교,Y,
초당대학교,https://www.cdu.ac.kr/,200,초당대학교,Y,
한국항공대학교,http://ibhak.kau.ac.kr/admission/html/main/main.asp,200,한국항공대학교 입학처,Y,
한남대학교,http://www.hannam.ac.kr/,200,,N,empty title
한라대학교(원주),http://www.halla.ac.kr,200,한라대학교,Y,
한림대학교,http://admission.hallym.ac.kr,200,한림대학교,Y,
한국교원대학교,https://www.knue.ac.kr/www/index.do,200,한국교원대학교,Y,
한동대학교,https://admissions.handong.edu/,200,한동대학교 입학홈페이지,Y,
충북대학교,http://www.chungbuk.ac.kr/site/www/main.do,200,충북대학교,Y,
한성대학교,https://enter.hansung.ac.kr,200,,N,empty title
한양대학교(ERICA),http://goerica.hanyang.ac.kr/admission/html/main/main.asp,200,한양대 에리카 입학처,Y,
한신대학교,http://www.hs.ac.kr,200,,N,empty title
한세대학교,http://www.hansei.ac.kr,200,,N,empty title
한서대학교,http://helper.hanseo.ac.kr/,200,한서대학교 입학안내,Y,
한양대학교(서울),https://go.hanyang.ac.kr/gate.do,200,| 한양대학교입학처,Y,
호남신학대학교,http://www.htus.ac.kr,200,호남신학대학교,Y,
한일장신대학교,http://www.hanil.ac.kr,200,한일장신대학교,Y,
화성의과학대학교,https://www.hsmu.ac.kr/sgu_main/index.do,200,알림,Y,
호서대학교,http://www.hoseo.ac.kr/,200,:: 호서대학교 ::,Y,
홍익대학교,https://www.hongik.ac.kr/kr/admission/undergraduate-admission.do,200,홍익대학교 | 대학입학 | 대학 | 입학,Y,
호남대학교,http://enter.honam.ac.kr/,200,호남대학교 입학안내,Y,
가톨릭상지대학교,http://www.csj.ac.kr,200,가톨릭상지대학교[n],Y,
호원대학교,https://www.howon.ac.kr/2018/_admission/,200,백인백색[百人百色] 호원대학교에 오신걸 환영합니다.,Y,
강동대학교,http://www.gangdong.ac.kr/,200,강동대학교,Y,
경기과학기술대학교,http://www.gtec.ac.kr,200,경기과학기술대학교,Y,
강원도립대학,http://www.gw.ac.kr/,200,강원도립대학교,Y,
강릉영동대학교,http://www.gyc.ac.kr,200,강릉영동대학교,Y,
경민대학교,http://www.kyungmin.ac.kr,200,경민대학교 | Kyungmin University,Y,
경북과학대학교,http://www.kbcs.ac.kr,200,,N,empty title
거제대학교,http://www.koje.ac.kr,200,거제대학교 대표홈페이지,Y,
포항공과대학교,http://www.postech.ac.kr,200,가치창출대학 POSTECH,Y,
경남정보대학교,http://www.kit.ac.kr,200,경남정보대학교,Y,
경인여자대학교,http://www.kiwu.ac.kr,200,감동+대학 경인여자대학교,Y,
경복대학교,http://www.kbu.ac.kr,200,경복대학교,Y,
경북보건대학교,http://www.gch.ac.kr,200,경북보건대학교,Y,
경북전문대학교,http://www.kbc.ac.kr/,200,경북전문대학교,Y,
광양보건대학교,http://gy.ac.kr,200,광양보건대학교,Y,
구미대학교,http://www.gumi.ac.kr,200,,N,empty title
광주보건대학교,http://www.ghu.ac.kr/,200,광주보건대학교,Y,
국립한국농수산대학,http://www.af.ac.kr/,200,국립한국농수산대학교 > 국립한국농수산대학교 메인,Y,
군산간호대학교,http://www.kcn.ac.kr,200,군산간호대학교,Y,
한국침례신학대학교,http://www.kbtus.ac.kr,,,N,"exception: Error: Page.goto: net::ERR_CONNECTION_REFUSED at http://www.kbtus.ac.kr/
Call log:
  - navigating to ""http://www.kbtus.ac.kr/"", waiting until ""domcontentloaded""
"
계원예술대학교,http://www.kaywon.ac.kr,200,계원예술대학교 메인,Y,
기독간호대학교,http://www.ccn.ac.kr,200,기독간호대학교,Y,
김해대학교,http://www.gimhae.ac.kr/,200,[김해대학교],Y,
군장대학교,http://www.kunjang.ac.kr,200,군장대학교https://www.kunjang.ac.kr/-1,Y,
경남도립남해대학,http://www.namhae.ac.kr,,,N,"exception: Error: Page.goto: net::ERR_CONNECTION_REFUSED at http://www.namhae.ac.kr/
Call log:
  - navigating to ""http://www.namhae.ac.kr/"", waiting until ""domcontentloaded""
"
대구공업대학교,https://www.ttc.ac.kr/,200,대구공업대학교,Y,
대덕대학교,http://www.ddc.ac.kr,200,,N,empty title
협성대학교,http://www.hyupsung.ac.kr,,,N,"exception: Error: Page.goto: net::ERR_CONNECTION_REFUSED at http://www.hyupsung.ac.kr/
Call log:
  - navigating to ""http://www.hyupsung.ac.kr/"", waiting until ""domcontentloaded""
"
계명문화대학교,http://www.kmcu.ac.kr/,200,계명문화대학교,Y,
대구보건대학교,http://www.dhc.ac.kr/,200,대구보건대학교,Y,
대전과학기술대학교,http://www.hu.ac.kr/,,,N,"exception: Error: Page.goto: net::ERR_NAME_NOT_RESOLVED at http://www.hu.ac.kr/
Call log:
  - navigating to ""http://www.hu.ac.kr/"", waiting until ""domcontentloaded""
"
대림대학교,http://www.daelim.ac.kr,200,대림대학교를 소개합니다.,Y,
국제대학교,http://www.kookje.ac.kr,,,N,timeout
대구과학대학교,http://www.tsu.ac.kr,,,N,timeout
김포대학교,http://www.kimpo.ac.kr,,,N,timeout
대경대학교,http://www.tk.ac.kr,,,N,timeout
대동대학교,http://www.daedong.ac.kr,,,N,timeout
동강대학교,http://www.dkc.ac.kr/,200,동강대학교에 오신것을 환영합니다.,Y,
동남보건대학교,http://www.dongnam.ac.kr/,200,동남보건대학교 - 인트로,Y,
대전보건대학교,http://www.hit.ac.kr/,200,HIT 대전보건대학교,Y,
동서울대학교,http://www.du.ac.kr/,200,CMS,Y,
동양미래대학교,http://www.dongyang.ac.kr,200,,N,empty title
두원공과대학교,https://entrance.doowon.ac.kr/main.do,200,site move,Y,
동아보건대학교,http://www.dongac.ac.kr,200,동아보건대학교 인트로페이지,Y,
동의과학대학교,http://www.dit.ac.kr,200,동의과학대학교,Y,
목포과학대학교,http://ipsi.msu.ac.kr/main,,,N,"exception: Error: Page.goto: net::ERR_NAME_NOT_RESOLVED at http://ipsi.msu.ac.kr/main
Call log:
  - navigating to ""http://ipsi.msu.ac.kr/main"", waiting until ""domcontentloaded""
"
동원과학기술대학교,http://www.dist.ac.kr,200,동원과학기술대학교,Y,
동원대학교,http://www.tw.ac.kr/,200,동원대학교,Y,
명지전문대학 조기취업형 계약학과,http://www.mjc.ac.kr/,200,명지전문대학,Y,
문경대학교,http://www.mkc.ac.kr/,200,문경대학교,Y,
동아방송예술대학교,http://ipsi.dima.ac.kr/,200,DIMA|동아방송예술대학교,Y,
명지전문대학,http://www.mjc.ac.kr,200,명지전문대학,Y,
백석문화대학교,http://www.bscu.ac.kr/,200,백석문화대학교 [2],Y,
백제예술대학교,http://www.paekche.ac.kr,200,백제예술대학교,Y,
부산경상대학교,http://www.bsks.ac.kr,200,부산경상대학교,Y,
부산보건대학교,http://www.dongju.ac.kr,404,Not Found,N,http 404
마산대학교,http://www.masan.ac.kr/,200,마산대학교,Y,
부산과학기술대학교,http://www.bist.ac.kr/,200,BIST 부산과학기술대학교(BUSAN INSTITUTE OF SCIENCE AND TECHNOLOGY),Y,
부산여자대학교,http://www.bwc.ac.kr/intro/,200,부산여자대학교,Y,
배화여자대학교,http://www.baewha.ac.kr/,200,배화여자대학교,Y,
서영대학교(광주),http://www.seoyeong.ac.kr/,200,서영대학교 인트로,Y,
서울여자간호대학교,http://www.snjc.ac.kr/,200,서울여자간호대학교,Y,
서영대학교(파주),http://www.seoyeong.ac.kr,200,서영대학교 인트로,Y,
삼육보건대학교,http://www.shu.ac.kr/,200,삼육보건대학교,Y,
서정대학교,http://www.seojeong.ac.kr,200,intro,Y,
세경대학교,http://www.saekyung.ac.kr/,200,,N,empty title
서울예술대학교,http://www.seoularts.ac.kr,200,서울예술대학교,Y,
서일대학교,https://www.seoil.ac.kr/sites/ipsi/index.do?kr,200,입학안내,Y,
송곡대학교,http://www.songgok.ac.kr/,200,,N,empty title
선린대학교,http://www.sunlin.ac.kr,200,선린대학교,Y,
송호대학교,http://www.songho.ac.kr,200,송호대학교,Y,
부천대학교,http://www.bc.ac.kr/,200,부천대학교,Y,
숭의여자대학교,http://www.sewc.ac.kr,,,N,"exception: Error: Page.goto: net::ERR_NAME_NOT_RESOLVED at http://www.sewc.ac.kr/
Call log:
  - navigating to ""http://www.sewc.ac.kr/"", waiting until ""domcontentloaded""
"
수원여자대학교,https://apply.jinhakapply.com/Notice/4094123/A,200,진학사 원서접수,Y,
신구대학교,http://www.shingu.ac.kr,200,신구대학교,Y,
순천제일대학교,http://www.suncheon.ac.kr,200,순천제일대학교,Y,
신성대학교,http://www.shinsung.ac.kr,200,신성대학교,Y,
신안산대학교,http://www.sau.ac.kr/,200,인트로페이지,Y,
수성대학교,http://www.sc.ac.kr/,200,수성대학교,Y,
수원과학대학교,http://www.ssc.ac.kr/,200,수원과학대학교,Y,
안산대학교,http://www.ansan.ac.kr,502,SmartXFilter Message,N,http 502
연성대학교,http://www.yeonsung.ac.kr/,200,,N,empty title
여주대학교,http://www.yit.ac.kr/,200,여주대학교,Y,
영진전문대학교,http://www.yjc.ac.kr/,200,,N,empty title
안동과학대학교,http://www.asc.ac.kr,200,안동과학대학교,Y,
오산대학교,http://www.osan.ac.kr/,200,메인인트로 | 오산대학교,Y,
아주자동차대학교,http://www.motor.ac.kr/,200,아주자동차대학교 메인홈페이지,Y,
연암공과대학교,http://www.yc.ac.kr,200,연암공과대학교,Y,
우송정보대학,http://www.wsi.ac.kr/,200,우송정보대학,Y,
웅지세무대학교,http://www.wat.ac.kr,200,웅지세무대학교,Y,
울산과학대학교,http://www.uc.ac.kr,200,울산과학대학교,Y,
인하공업전문대학,http://www.inhatc.ac.kr,200,,N,empty title
장안대학교,http://www.jangan.ac.kr,200,index,Y,
인덕대학교,http://www.induk.ac.kr,200,인덕대학교,Y,
유한대학교,https://apply.jinhakapply.com/Notice/4122054/A,200,진학사 원서접수,Y,
용인예술과학대학교,http://www.ysc.ac.kr,200,용인예술과학대학교 대표홈페이지,Y,
전북과학대학교,http://www.jbsc.ac.kr/,200,전북과학대학교,Y,
제주관광대학교,http://www.ctc.ac.kr,200,,N,empty title
전남과학대학교,https://www.cntu.ac.kr/,200,전남과학대학교 인트로,Y,
제주한라대학교,http://www.chu.ac.kr,200,,N,empty title
재능대학교,http://www.jeiu.ac.kr,200,재능대학교 대표홈페이지,Y,
전주비전대학교,http://www.jvision.ac.kr,200,전주비전대학교,Y,
조선이공대학교,http://www.cst.ac.kr/,200,조선이공대학교 인트로,Y,
진주보건대학교,http://www.jhc.ac.kr,200,진주보건대학교 홈페이지,Y,
영남이공대학교,http://www.ync.ac.kr,200,영남이공대학교,Y,
청강문화산업대학교,http://www.ck.ac.kr/,200,,N,empty title
조선간호대학교,http://www.cnc.ac.kr,200,조선간호대학교,Y,
전주기전대학,http://www.kijeon.ac.kr/,200,전주기전대학,Y,
춘해보건대학교,http://www.ch.ac.kr,200,춘해보건대학교,Y,
창원문성대학교,http://www.cmu.ac.kr/,200,창원문성대학교,Y,
충남도립대학교,http://www.cnsu.ac.kr/,200,대학 홈페이지 | 충남도립대학교,Y,
청암대학교,https://www.ca.ac.kr/,200,청암대학교,Y,
한국관광대학교,http://www.ktc.ac.kr,200,한국관광대학교,Y,
충청대학교,http://www.ok.ac.kr/,200,충청대학교 홈페이지,Y,
한국승강기대학교,http://www.klc.ac.kr/,,,N,"exception: Error: Page.goto: net::ERR_CONNECTION_REFUSED at http://www.klc.ac.kr/
Call log:
  - navigating to ""http://www.klc.ac.kr/"", waiting until ""domcontentloaded""
"
충북도립대학교,http://www.cpu.ac.kr,200,충북도립대학교,Y,
한국영상대학교,http://www.pro.ac.kr,200,스무살의 프로! 한국영상대학교,Y,
충북보건과학대학교,http://www.chsu.ac.kr,200,,N,empty title
호산대학교,http://www.hosan.ac.kr/,200,호산대학교,Y,
한영대학교,http://www.hanyeong.ac.kr,200,한영대학교 인트로,Y,
포항대학교,http://www.pohang.ac.kr,200,포항대학교,Y,
혜전대학교,http://www.hj.ac.kr,200,혜전대학교,Y,
한양여자대학교,http://www.hywoman.ac.kr,200,한양여자대학교 국문,Y,
백석예술대학교,http://gpin.bau.ac.kr/,200,,N,empty title
"한국폴리텍Ⅱ대학(인천,남인천)",http://www.kopo.ac.kr/,200,한국폴리텍대학,Y,
국제예술대학교,http://kua.ac.kr/,200,국제예술대학교,Y,
정화예술대학교,http://www.jb.ac.kr/,200,정화예술대학교 인트로,Y,
ICT폴리텍대학,http://www.ict.ac.kr/,200,ICT폴리텍대학,Y,
한림성심대학교,http://www.hsc.ac.kr/,200,한림성심대학교,Y,
경북대학교,http://www.knu.ac.kr,200,경북대학교,Y,
연암대학교,http://www.yonam.ac.kr,200,,N,empty title
